ZIP,Diesel,Electric,Flex_Fuel,Gasoline,Gasoline_Hybrid,Hydrogen,Natural_Gas,PHEV,Propane,Total_Cars,Total_EV,EV_perc,Median_Household_Income,Latino_perc,White_perc,Asian_perc,Black_perc,BachOrHigher_perc,Total_Population,Zillow_Home_Value_Index,Gini,RenterShare,SingleFamilyShare,MultiUnitShare,ZeroVehicleShare,PovertyShare,CES_Score_ZIP,PollutionBurden_ZIP,Traffic_ZIP,County
91007,132,736,332,19174,1397,22,4,398,0,22195,1156,5.21,87339.0,17.3,22.3,54.0,1.8,51.4,33689,1261836.13,0.4612,0.4801844892381278,0.5983675983675983,0.40078540078540076,0.054407242910830204,0.09167196825108304,15.793364465047283,5.245054244629456,1037.0143838350584,Los Angeles
90021,73,100,199,2164,157,5,1,37,0,2736,142,5.19,25364.0,54.1,19.1,6.2,17.0,16.5,2724,882029.82,0.6251,0.9174690508940853,0.09657701711491443,0.9034229828850856,0.5880330123796423,0.45136041744316063,60.722000536588894,9.232393378436631,2159.4625607334815,Los Angeles
92121,218,253,620,5185,368,4,0,90,0,6738,347,5.15,117200.0,10.0,52.2,28.6,1.4,78.6,4213,970214.87,0.4307,0.4604486422668241,0.6007816862088219,0.3992183137911781,0.01475796930342385,0.17296269897837965,15.952849256166397,5.499793486563498,1190.0454019186363,San Diego
90720,372,525,733,15710,960,24,21,415,0,18760,964,5.14,118531.0,22.6,58.6,10.5,3.2,50.9,23660,1323409.25,0.4508,0.35273432763429124,0.7535612535612536,0.23183760683760685,0.03055656602400873,0.06836335825968728,22.165641901796356,7.104438298610307,2118.497674045557,Orange 
94403,308,1247,807,27781,2349,12,6,433,0,32943,1692,5.14,151369.0,19.5,42.6,29.2,2.2,61.4,44244,1629383.65,0.4518,0.476590707309855,0.5834484282636319,0.4146179769073532,0.05445398046759396,0.05331907243474501,14.37370670846379,4.709878493596902,1842.3584778320308,San Mateo
95472,1389,754,886,19483,2019,1,2,529,0,25063,1284,5.12,102283.0,15.2,76.0,1.9,1.0,49.5,29753,1061878.93,0.448,0.2760261748958953,0.869041180560921,0.09286873213319942,0.033143537010283,0.07965619924201407,10.619261231959676,3.955317752150887,497.7510169692767,Sonoma 
95452,68,45,37,1046,75,0,0,21,0,1292,66,5.11,129563.0,8.2,79.1,12.6,0.0,78.0,1360,1230552.57,0.5379,0.2231139646869984,1.0,0.0,0.0,0.061764705882352944,,,,
91001,278,891,753,24112,1947,18,5,537,0,28541,1446,5.07,114668.0,31.4,34.8,5.0,23.3,47.6,36867,1103053.47,0.4687,0.2251419302514193,0.9174892623012584,0.07731143093964284,0.02984590429845904,0.05757658643326039,20.36061583372489,4.871911921065974,374.5024912334619,Los Angeles
95066,381,424,480,10642,837,1,1,228,0,12994,653,5.03,130975.0,11.5,77.3,5.8,0.3,53.3,15265,1227318.5,0.4329,0.22687934837943322,0.7068886512906675,0.1418970520849244,0.048362463940268115,0.04906914893617021,8.57750637517766,4.94099183327239,1333.298409,Santa Cruz
95126,275,853,849,21610,1510,27,11,399,1,25535,1279,5.01,116063.0,35.4,38.4,16.4,4.7,54.5,36457,1132792.34,0.4552,0.6501564476399707,0.4122993981945838,0.5841900702106319,0.07629318953465149,0.07447130324780683,22.097287561064388,4.762666051485571,1276.2379859715031,Santa Clara
94596,266,553,464,14483,1225,6,4,306,0,17307,865,5.0,125731.0,8.9,66.3,15.0,2.3,72.2,23046,1199563.89,0.4384,0.5732787353585372,0.3732631005358278,0.6235582599218963,0.07932577849728598,0.06048772021175041,12.703563395510741,4.652505384500526,1591.6443909383454,Contra Costa
91367,312,1020,646,27190,1950,31,2,531,0,31682,1582,4.99,98803.0,14.4,61.1,12.6,6.7,54.6,44931,1026181.09,0.47,0.4994151395309976,0.494830512833702,0.49339025770279304,0.04600902356152175,0.1114204267070509,26.153324916849137,5.701286922666321,1764.0192783172506,Los Angeles
93424,41,37,43,974,106,0,0,24,0,1225,61,4.98,78629.0,12.6,84.6,2.9,0.0,52.7,1075,1302897.6,0.6046,0.256140350877193,0.7298636926889716,0.22676579925650558,0.031578947368421054,0.10976744186046512,,,,
92692,432,1146,954,33141,2030,31,18,737,0,38489,1914,4.97,128194.0,16.2,63.6,15.1,1.0,54.4,46240,1025441.89,0.4182,0.21455268869061972,0.8384480117987407,0.1615519882012593,0.014166867615143477,0.04656703487112844,10.592455121405974,3.5506845592473315,1132.882636484591,Orange 
95762,1262,1334,1418,34006,1936,5,0,679,0,40640,2018,4.97,143847.0,8.4,70.6,12.0,1.8,56.3,45340,885270.45,0.4399,0.13819479857215705,0.9105914718019257,0.07290233837689133,0.023011218765935745,0.04802085174059021,4.249152311866046,2.2999204508169235,672.1373280614703,El Dorado
94619,160,479,351,14389,1434,3,4,368,0,17188,850,4.95,113554.0,20.9,33.6,17.5,19.5,57.3,26514,915283.57,0.4443,0.3007296182721793,0.7536761077667029,0.23892233297147933,0.05308237284551126,0.054221294040298566,17.7794765629836,3.5868454413446673,1108.3955796253883,Alameda 
94116,225,898,390,22095,2689,9,1,413,0,26720,1320,4.94,134652.0,6.7,31.0,53.9,1.1,57.0,45510,1388301.45,0.4756,0.25482898029904383,0.8563613154215549,0.1428484590602395,0.08971314894436244,0.059158536046973645,12.423356854445096,3.5702943066978134,1543.1977304397178,San Francisco
92653,372,788,774,21385,1154,23,9,419,0,24924,1230,4.94,111111.0,20.9,56.0,15.3,3.1,51.3,30183,1041678.67,0.4955,0.3004283851741479,0.7501986754966887,0.2332008830022075,0.03631961259079903,0.09668480619637432,13.642999149708208,4.335262906536595,2072.5781458077654,Orange 
91711,339,670,692,21103,1672,4,18,552,0,25050,1226,4.89,112430.0,24.2,47.5,15.1,5.5,58.2,36841,876806.79,0.4386,0.3250080308384195,0.8022070656755307,0.19541727335428002,0.06167683906199807,0.04555049099085319,21.923190753310863,6.450152236544592,1429.644452352825,Los Angeles
92629,448,714,619,19759,1079,14,8,399,0,23040,1127,4.89,111155.0,15.5,74.1,4.3,2.5,55.8,26929,1438928.17,0.4779,0.3806906029891771,0.6340985035594944,0.36495714078163594,0.0231059955334135,0.060206016882971995,13.023030309822767,3.9364846035109147,758.9092260869718,Orange 
95497,25,23,28,526,63,0,0,10,0,675,33,4.89,82552.0,11.6,80.6,3.6,0.0,71.4,1078,1210806.84,0.4394,0.11492281303602059,0.9654614139233675,0.02266594711279007,0.0137221269296741,0.10204081632653061,,,,
92270,181,530,373,13780,737,2,3,242,0,15848,774,4.88,95158.0,12.9,78.7,4.6,1.6,44.3,17129,860805.45,0.5273,0.1979131223772258,0.779970662755034,0.1715562074943326,0.04003629352387433,0.1131032861089883,8.963548170555915,3.027268335069655,1041.6628895927947,Riverside 
94595,140,396,292,11117,1392,2,0,264,0,13603,662,4.87,84688.0,7.2,75.5,11.6,1.5,66.8,17455,742826.39,0.5205,0.17994534370401513,0.4077401520387008,0.5922598479612993,0.0917595122976666,0.03704355993894564,5.7725732696119385,3.5678778447121138,1478.3275435842593,Contra Costa
91709,921,1918,1727,54424,3138,59,24,1100,0,63311,3077,4.86,109318.0,27.3,26.4,38.3,4.3,49.9,78333,889006.89,0.4034,0.2829213573174152,0.8104495283199022,0.16113508765229348,0.0282841232322423,0.0686334688866723,20.855862890078047,5.352752194994648,1024.2713026579731,San Bernardino
94501,467,1249,981,34242,3426,25,12,723,0,41125,1997,4.86,101705.0,13.4,42.8,28.5,6.7,57.1,63588,1175582.61,0.4786,0.5984872237027747,0.4575053164185671,0.5417613844687248,0.09225583947327168,0.07881269191402251,23.323648387960343,5.019269972032944,575.4927894355573,Alameda 
92129,400,1338,793,35042,2802,23,4,629,0,41031,1990,4.85,131688.0,11.3,47.7,32.7,1.9,61.9,53742,1177455.91,0.4085,0.2879937946700648,0.7482555018786903,0.24986580783682233,0.029087484071139674,0.05379929584024143,9.612878868343902,3.3276758162578175,1252.9323009799004,San Diego
92103,271,788,501,20753,1903,6,3,400,0,24625,1194,4.85,84756.0,17.6,68.2,7.1,2.3,64.0,33873,959502.43,0.5049,0.6600539083557951,0.3503804723786935,0.6484830516849491,0.08,0.08230489745668558,16.421446952796618,5.478932219584177,811.0829275165271,San Diego
94608,250,523,428,14744,1578,14,3,329,1,17870,866,4.85,106037.0,11.9,39.7,16.6,22.9,63.0,33755,694478.06,0.4588,0.6628027457583214,0.310842086523055,0.6883271022491246,0.1325605491516643,0.11386787395008043,36.74763078308328,6.293342546403574,1173.810630243632,Alameda 
95746,713,660,732,16786,960,7,1,307,0,20166,974,4.83,159804.0,9.3,72.4,9.5,3.6,57.6,22345,1068808.15,0.4588,0.09842668344870988,0.927037579306979,0.02428013665202538,0.03763373190685966,0.05059256599030346,5.886368419647028,3.058507889730479,594.6250205927702,Placer 
95136,314,1077,856,29921,1949,27,15,571,0,34730,1675,4.82,131879.0,27.0,30.0,32.2,4.6,44.9,48867,1239784.07,0.4049,0.42708204046171033,0.5854426547172097,0.3443744701465423,0.02736750651607298,0.07337414239349246,15.761952050248496,4.054846499396463,1399.1443636773138,Santa Clara
94061,403,892,757,23010,1636,9,2,405,0,27114,1306,4.82,131140.0,37.5,43.7,12.4,1.9,49.1,38255,1722353.22,0.4693,0.46107423053711527,0.6635817732250089,0.335146591310491,0.03960470730235365,0.04807440398218496,13.482991653718239,3.6145791155596307,759.9926857544724,San Mateo
92007,245,291,250,7760,593,2,1,153,0,9295,446,4.8,124219.0,22.3,71.0,2.9,0.3,61.2,11447,1726047.43,0.4651,0.3875029144322686,0.8262613468439941,0.17373865315600592,0.020051294007927257,0.1533152791124312,10.0956414901909,4.56546474128316,1846.6493999999998,San Diego
91350,791,953,1118,27755,1628,6,6,612,0,32869,1571,4.78,122399.0,29.9,47.9,12.4,4.6,38.5,42252,764198.61,0.3702,0.180114604305405,0.8580601299289923,0.12418794379815683,0.04251200247793093,0.062300243285789245,14.758815206774688,4.976942977268827,1120.6928233238878,Los Angeles
94560,472,1298,1083,32940,1849,22,4,501,0,38169,1821,4.77,144011.0,29.2,22.2,38.6,3.4,41.0,47815,1121104.66,0.3906,0.3215828340532256,0.7888451531122823,0.20641803989592367,0.0235474432214017,0.042788924726678675,23.245405120098546,4.801053698757732,1285.5961844773049,Alameda 
94019,456,420,511,11352,815,4,0,233,0,13791,657,4.76,137601.0,32.2,59.5,4.9,0.3,50.9,15452,1479786.7,0.4748,0.27519818799546997,0.7907465825446898,0.15177006659656503,0.04171385428463571,0.06910013663868828,12.122589051888532,3.75899636012295,1078.6378343253457,San Mateo
90245,213,424,502,12119,846,5,7,255,0,14371,684,4.76,126683.0,16.2,59.2,10.8,4.7,56.6,17243,1535367.84,0.4303,0.5800565770862801,0.46942349137931033,0.5305765086206896,0.03182461103253183,0.0449228978760547,17.925134452046866,6.6167583583646765,1165.0888615516824,Los Angeles
94121,164,660,259,17826,2288,13,2,353,0,21565,1026,4.76,116970.0,6.8,42.5,41.2,1.7,62.5,43964,1538109.67,0.5075,0.5625727106531494,0.35921688278667685,0.6407831172133232,0.1917899285358152,0.09653753856702091,17.546559354925584,4.329584508592476,781.4958347259419,San Francisco
92210,42,132,97,3688,145,1,0,65,0,4170,198,4.75,120680.0,3.7,89.4,2.7,2.8,54.8,4827,1237630.45,0.5833,0.2316249503377036,0.8081111528351483,0.18212542245587682,0.02026221692491061,0.059250051792003315,6.508015288664652,3.326136109246752,1298.7095768787415,Riverside 
90056,43,221,161,5932,424,0,6,106,0,6893,327,4.74,105744.0,8.4,10.5,5.5,66.1,52.3,7956,1529128.71,0.476,0.4277277840269966,0.6411546610169492,0.3588453389830508,0.06552305961754781,0.07806549885757806,24.350307947148707,6.424770517777771,2328.7777300779644,Los Angeles
92010,293,443,473,12321,957,3,4,253,0,14747,699,4.74,108398.0,13.1,60.3,18.2,1.9,53.2,15976,1112350.29,0.4232,0.35535378835316217,0.6977054034048853,0.26558105107327906,0.045241077019411394,0.06947859529663955,12.149126295651362,5.078796033650274,895.0489941190584,San Diego
90404,115,427,429,11509,1050,14,20,211,4,13779,652,4.73,74591.0,28.4,43.8,13.2,8.2,56.8,23460,1060487.99,0.5241,0.7828062866881272,0.1734008203159089,0.8236320795880967,0.11957962507100928,0.12180385288966725,37.032779262478606,6.975128117215954,1300.8591472717776,Los Angeles
90015,83,432,307,11615,560,9,2,180,0,13188,621,4.71,53062.0,56.6,13.6,19.0,7.4,43.1,24228,703024.98,0.5392,0.9278903456495828,0.04090706980880391,0.9562027567807915,0.24553039332538737,0.2574857759873749,48.11163394178968,6.998023453914548,1752.9391780306764,Los Angeles
90230,155,657,521,18836,1790,21,0,374,0,22354,1052,4.71,96837.0,29.3,37.7,15.9,9.2,56.6,33620,1055127.84,0.477,0.42009860788863107,0.44132688320663443,0.5444367657221838,0.06112238979118329,0.11460983567302224,30.728631151900363,6.555495478296136,2567.6776661624654,Los Angeles
94109,137,560,252,15091,1595,9,2,274,0,17920,843,4.7,104476.0,10.9,52.8,26.7,4.2,67.5,56114,979169.1,0.5374,0.8369636143305472,0.03907901950035242,0.9609209804996476,0.5599540129882236,0.12406498469563328,16.15279672139142,4.848060009848851,976.9065714531182,San Francisco
94710,130,153,233,4402,500,1,2,105,0,5526,259,4.69,105729.0,19.3,44.9,14.2,12.3,59.9,8056,1008397.7,0.4503,0.6410332541567696,0.388412017167382,0.608637339055794,0.14489311163895488,0.09470925879710507,30.995616399336775,6.33426569887731,1495.792934512082,Alameda 
91106,87,487,335,14063,1162,13,4,269,0,16420,769,4.68,84153.0,30.6,36.0,22.8,5.9,60.5,23589,900447.04,0.5066,0.6460448190001915,0.34554530840172604,0.654454691598274,0.07805018195747941,0.13465633251000766,21.36097863378548,6.382543126272855,1783.436704491834,Los Angeles
94597,273,489,403,13911,1228,7,3,278,0,16592,774,4.67,133930.0,13.1,55.7,22.5,3.8,68.4,23725,993924.66,0.4001,0.5115785589076484,0.4875438438708517,0.5079593488623078,0.07214687701817511,0.05885339538819547,11.654243554888597,4.718801757885325,2054.020505532938,Contra Costa
93109,263,284,226,7205,533,5,0,113,0,8629,402,4.66,107364.0,17.2,71.8,3.9,2.7,57.5,11291,2061456.5,0.5272,0.4629021667760998,0.6842318605593839,0.31576813944061616,0.056467498358502954,0.1756768752774079,11.556062937795318,3.6624130719748327,821.7824422512216,Santa Barbara
92807,582,879,1448,27289,1485,35,29,584,0,32331,1498,4.63,126354.0,25.3,54.2,14.7,1.3,42.7,36110,978804.64,0.4048,0.20313520574787722,0.8453329085696082,0.12615482637782732,0.030453951665578054,0.051583333333333335,14.675427864040953,5.195768962438355,1858.021838664405,Orange 
92078,619,1125,1171,31858,1958,11,5,594,0,37341,1730,4.63,97908.0,31.3,52.5,10.2,1.3,47.9,53247,935262.15,0.4375,0.2981987991994663,0.6613767735155018,0.21450341565948502,0.03997109183900378,0.07916666666666666,16.38253086560558,5.122221899745446,854.7146274509311,San Diego
95123,502,1446,1459,42963,2886,25,11,852,0,50144,2323,4.63,124389.0,29.2,36.3,25.6,3.0,45.0,71118,1208548.01,0.3903,0.3916005014625992,0.6379949995967417,0.3155496411000887,0.03639782699540326,0.0632151513443436,14.182400057800946,3.268563439988443,1173.3742172190086,Santa Clara
92122,229,872,483,23453,1963,4,2,393,0,27399,1269,4.63,88073.0,13.6,49.6,30.6,1.2,74.7,45676,995277.01,0.4533,0.6702006028479368,0.3193586982531706,0.6806413017468294,0.08424280220351314,0.21145789923891825,11.421279719126217,3.9024032646781257,1268.9798529074649,San Diego
94038,88,81,86,2129,153,0,0,38,0,2575,119,4.62,116773.0,30.6,54.1,5.0,0.5,52.3,3227,1402881.36,0.3992,0.1145175834084761,0.7003484320557491,0.027874564459930314,0.03787195671776375,0.06664530599166933,9.38166018314982,3.42356490218056,502.4310977,San Mateo
95060,916,970,1021,26287,2557,4,6,517,0,32278,1491,4.62,93839.0,19.3,66.1,7.7,1.5,55.1,47594,1299056.04,0.5164,0.4917467225731118,0.6854078491727588,0.290929203539823,0.0750490950586487,0.18543398312110712,14.845201825582137,4.566157617388668,633.7762575660562,Santa Cruz
92880,722,1203,1460,37326,2054,45,36,765,0,43611,2013,4.62,128425.0,40.6,23.7,25.4,6.1,40.4,74933,830418.08,0.3733,0.2332155477031802,0.8915517673602407,0.0863374279267987,0.0116027635673224,0.05390438993071346,27.570224368579552,6.05851469001498,1031.7309244216538,Riverside 
91214,283,661,517,20728,1992,38,1,434,1,24655,1133,4.6,116201.0,16.3,50.7,26.8,0.4,55.7,32009,1133396.08,0.419,0.27389618984589204,0.8042152466367714,0.18556053811659193,0.041126973622010024,0.04252516699595446,16.903793732115364,5.367556390835716,744.4320537074475,Los Angeles
90703,325,1155,867,36381,2398,33,23,738,0,41920,1926,4.59,115272.0,14.8,12.8,58.1,8.2,53.6,49989,955656.15,0.4181,0.24160132593867534,0.8742181210131913,0.12460518981854214,0.02798495569579907,0.049953857882277415,24.93850248772701,5.91845672940223,1507.6668849144207,Los Angeles
90017,40,311,364,10139,567,7,2,216,0,11646,534,4.59,44607.0,59.1,11.4,15.3,11.1,34.0,28433,664671.05,0.5272,0.9505232379193598,0.025965198477433386,0.9708401305057096,0.34341335795629424,0.3452834179357022,52.1851507217265,7.286692216733258,1386.5484797383203,Los Angeles
92883,546,777,1233,23548,1299,6,18,494,0,27921,1277,4.57,112151.0,34.8,43.5,10.3,8.3,32.6,35788,710080.82,0.417,0.19167852062588905,0.9398451459201906,0.04577554666893559,0.024715504978662872,0.06655443322109988,15.76858760545755,5.011544969180761,3966.2320210351763,Riverside 
94122,257,939,362,25442,3192,14,3,449,0,30658,1402,4.57,130708.0,9.7,36.3,44.7,1.8,59.4,60144,1427642.51,0.442,0.4955627180007947,0.5094097164649312,0.487688608854253,0.16270033997085964,0.08408292281049817,10.833498816647062,3.537243310338334,1209.1855471461063,San Francisco
94949,267,423,471,12481,1025,1,1,258,0,14927,682,4.57,107547.0,20.5,59.9,7.6,3.8,48.8,18273,1182957.21,0.4453,0.38421349901157864,0.6354359925788498,0.2764378478664193,0.046738209545326176,0.051332567175614296,16.81269480538166,4.8129389639740205,4703.390663977298,Marin 
91739,606,851,1027,25856,1254,10,13,508,0,30125,1369,4.54,126111.0,35.3,29.8,19.5,10.9,43.0,41427,883776.52,0.4245,0.2962244177840508,0.8009451168960371,0.19905488310396285,0.016937191249117856,0.042688488702405464,19.348553385388367,5.768159090161629,1619.932771617218,San Bernardino
93924,331,174,202,4980,382,0,0,106,0,6175,280,4.53,141250.0,12.8,79.7,0.7,1.6,51.7,6416,1354069.57,0.4749,0.18852772466539197,0.8821857233101705,0.03853442830069488,0.025621414913957936,0.08123730667083268,15.169325094972967,3.265856876302922,206.41864150934737,Monterey 
92705,680,1098,1531,32890,1476,44,13,595,0,38327,1737,4.53,119260.0,47.3,37.8,9.9,1.8,44.6,47851,1274836.19,0.4385,0.36466341332976804,0.6767696022366247,0.30080060998856273,0.026873454107894913,0.08459773985142785,19.595933513890607,5.271741272636727,1176.6672061059007,Orange 
90012,157,804,2122,18506,2954,15,142,314,0,25014,1133,4.53,53278.0,29.2,18.6,34.2,13.3,35.5,39709,615582.91,0.5457,0.9385836640902444,0.050346009777157,0.9454002920449496,0.2414177285704338,0.2589015875221454,48.58163957734771,8.37115407854733,1854.4971366208424,Los Angeles
93106,6,25,104,421,30,0,9,2,0,597,27,4.52,,15.6,35.2,41.1,2.0,85.0,5295,,,1.0,0.0,1.0,0.0,0.4827586206896552,,,,
93730,187,329,332,8688,442,0,0,128,0,10106,457,4.52,130726.0,15.2,57.8,19.3,1.9,62.8,12810,625438.16,0.4437,0.2049109083007388,0.9325586221207719,0.06744137787922806,0.0675793133420252,0.04496487119437939,9.832223088869478,4.91261015301322,356.29391155933916,Fresno 
92649,602,796,1142,25045,1471,18,22,524,0,29620,1338,4.52,104320.0,16.3,63.9,10.7,1.0,49.2,36130,1156364.59,0.4751,0.43385955362003265,0.5949142519219397,0.36625271042775476,0.037152966793685356,0.08054361392317293,15.952105234209892,4.647159810952361,849.0839428176257,Orange 
91775,120,451,237,15294,1066,21,4,317,0,17510,789,4.51,99362.0,23.7,20.0,52.4,1.0,48.3,24079,1108938.0,0.4327,0.3591091091091091,0.8073799025295892,0.19087955442097934,0.04366866866866867,0.09970588235294117,18.84373596176458,5.502967140441591,678.0548766106143,Los Angeles
92630,690,1499,1891,46122,2524,61,13,848,0,53648,2408,4.49,108963.0,26.5,49.1,16.5,2.7,45.1,66621,977745.45,0.423,0.3129570678826465,0.6997708486782879,0.2516572550945249,0.0348016863116235,0.07825707010591976,20.721799247046903,5.587697276038777,1228.5334484737361,Orange 
95148,325,1168,743,32776,2194,23,11,503,0,37743,1694,4.49,153433.0,23.2,9.5,61.7,2.7,39.7,47305,1324882.64,0.376,0.2113163972286374,0.9575292692773516,0.025999192571659266,0.034064665127020784,0.05540001696784593,12.706066029092321,2.502721164316039,778.9768366013731,Santa Clara
95065,238,195,225,5789,437,1,0,118,1,7004,314,4.48,121538.0,22.1,68.2,2.1,0.7,45.6,8301,1249640.38,0.4482,0.3290102389078498,0.8373237126926861,0.15119711380780584,0.0795221843003413,0.07419511014282257,5.635110691110192,3.642170570899635,1348.989711358872,Santa Cruz
94080,508,3033,3026,67956,3184,13,6,429,0,78155,3475,4.45,113008.0,29.7,21.6,42.7,1.8,38.4,66652,1169932.57,0.44,0.3804505813953488,0.7074821023223328,0.2774576567138118,0.06145530523255814,0.062390635370783806,26.299849650769623,4.968267500130428,1241.1754392998957,San Mateo
95128,270,726,753,20829,1300,20,2,330,0,24230,1076,4.44,105563.0,32.7,39.3,18.3,4.4,48.0,35367,1282779.16,0.4715,0.5707296013814938,0.4806841046277666,0.49631120053655264,0.0786444092675205,0.1038472664159676,18.687185376720073,4.626874422501997,2304.7899974469374,Santa Clara
95003,560,560,677,17504,1479,2,0,376,0,21158,938,4.43,128833.0,13.5,77.3,3.1,0.6,54.3,25244,1341749.81,0.441,0.2376549281920126,0.8363667003707449,0.12832827772160432,0.025181979146173518,0.03584943238398725,7.801551178314447,3.3559754102300294,1052.9936348559363,Santa Cruz
94108,32,92,63,2747,286,0,2,53,0,3275,145,4.43,65392.0,4.7,33.5,53.3,2.1,47.2,11963,978012.45,0.567,0.9049065775482303,0.017765544851745276,0.9822344551482547,0.7162387969011089,0.19706356615462955,20.275526248993017,4.795803603253707,611.3892018523455,San Francisco
91607,141,545,453,16872,1715,6,2,337,0,20071,888,4.42,80871.0,21.5,58.4,7.2,7.1,48.9,30921,1163450.49,0.4744,0.6823819485953377,0.31226555311770116,0.6840540731828155,0.0838314405260012,0.12757592635062084,28.82015750901489,5.535774861667796,1466.2391124942437,Los Angeles
92708,461,1249,1312,41129,2462,111,17,739,0,47480,2099,4.42,92765.0,16.7,39.3,37.1,0.7,42.6,57139,1129944.91,0.4418,0.323520050922979,0.7802060568217296,0.205900718076803,0.04052620411627413,0.08292151034980039,22.84787683471258,5.524779459064498,1675.944732411774,Orange 
93105,464,607,494,17152,1374,11,3,283,0,20388,901,4.42,109018.0,21.3,70.5,3.9,1.5,60.5,26382,1675413.87,0.4721,0.45735226752175906,0.6659846547314578,0.3294970161977835,0.052679798442510306,0.06906419180201083,8.68352283781544,3.67131158497401,573.5678695587729,Santa Barbara
94018,120,83,127,2478,213,1,0,51,0,3073,135,4.39,194038.0,10.2,87.6,1.1,0.0,49.3,3636,1441346.34,0.4166,0.2543103448275862,0.8747553816046967,0.12524461839530332,0.0,0.019526952695269526,,,,
94020,101,32,38,1127,85,0,0,30,0,1413,62,4.39,191915.0,7.5,81.4,7.2,0.0,70.1,2186,940534.62,0.4501,0.2485207100591716,0.9478957915831663,0.0,0.03076923076923077,0.06350667280257709,,,,
94102,58,261,198,6718,827,1,0,94,0,8157,356,4.36,55888.0,20.5,31.6,29.8,9.6,47.0,33856,719319.63,0.5782,0.907562587831156,0.030621408045977013,0.9665499281609196,0.6908863790142091,0.1846060606060606,26.767604983894486,4.884400406343959,818.0747987840992,San Francisco
92821,422,863,1477,28145,1488,23,16,551,1,32986,1437,4.36,105330.0,31.7,40.8,22.0,1.2,48.1,41286,943726.14,0.4045,0.39954122250708407,0.6386946386946387,0.3176638176638177,0.039940628795034405,0.06379670569943151,26.188048215806226,7.327069212517533,1817.2927667435888,Orange 
94901,577,1004,888,28796,2270,8,5,469,0,34017,1481,4.35,105706.0,36.2,53.7,4.9,0.9,50.0,42307,1367476.92,0.5104,0.5120181692006813,0.5850642334013687,0.4025693360547485,0.04876663932874897,0.10261360619735985,20.17939368963457,4.735570854806364,1041.2565627473293,Marin 
95818,241,394,471,13670,1172,8,2,306,0,16264,708,4.35,97982.0,22.1,56.2,9.0,3.8,61.9,22423,676296.52,0.4641,0.4324298346789696,0.7010854938548489,0.29712030142639273,0.07602845059592464,0.11739208150862454,28.41513143633019,5.979708651533495,1193.8804318503383,Sacramento 
94609,139,329,195,10032,1430,10,0,197,0,12332,536,4.35,99783.0,13.6,41.7,11.7,22.7,61.4,24623,1034522.99,0.4653,0.6673771921325453,0.399529964747356,0.600470035252644,0.1586086619513613,0.10440169011773393,25.071459970013386,5.020514330824365,1276.5117493727043,Alameda 
94133,99,284,162,8203,867,9,1,130,0,9755,423,4.34,71063.0,7.5,34.1,52.2,2.6,50.9,26090,1261047.2,0.6126,0.8317998631282792,0.05771086662806408,0.9380428488708743,0.509543000532279,0.1459563050977386,20.454003077301042,5.055837584326315,548.3452670008807,San Francisco
91101,79,364,669,11677,949,12,7,230,0,13987,606,4.33,79154.0,30.3,36.6,24.5,4.6,61.5,19542,752377.51,0.484,0.8516985853142143,0.07604531067799433,0.9239546893220056,0.1697622942931383,0.17962411420355345,28.52701506918539,6.3764775368180056,1512.1364016622165,Los Angeles
94956,66,34,37,1052,126,0,0,24,0,1339,58,4.33,73558.0,5.3,93.6,0.0,0.0,67.3,1174,1380715.16,0.4623,0.2664526484751204,0.8790149892933619,0.12098501070663811,0.052969502407704656,0.10051107325383304,5.04554418637058,2.9889274162766806,119.1813141,Marin 
95570,203,41,95,1925,163,0,0,67,0,2494,108,4.33,62679.0,6.8,81.4,0.4,0.0,56.6,2515,578748.28,0.4922,0.29598506069094305,0.8811282740094023,0.014775016789791807,0.008403361344537815,0.14762670957361224,10.9923003667534,3.02847040638272,159.9384687,Humboldt 
92675,665,856,1134,26434,1075,21,18,443,0,30646,1320,4.31,111875.0,35.4,55.3,3.9,0.9,39.8,35319,1083056.71,0.4779,0.25770465489566613,0.7595735095359664,0.15084847574710916,0.047110754414125204,0.06522541973239397,14.718517585496881,5.603721398035862,1598.3079334205656,Orange 
90041,157,453,360,15663,1328,3,1,326,1,18292,782,4.28,95811.0,35.6,30.7,26.3,1.9,50.6,28956,1168789.7,0.4698,0.48595140485951405,0.6603882375552566,0.3347107438016529,0.07269273072692731,0.10355879752431477,24.929815982128304,5.819428075443682,1644.2703842623343,Los Angeles
92676,92,51,69,1584,93,0,1,31,0,1921,82,4.27,107794.0,10.0,84.0,2.5,0.1,42.6,1988,865108.58,0.4874,0.1,0.9727722772277227,0.019801980198019802,0.010526315789473684,0.0745814307458143,11.207146624913,4.17709408198874,235.67694199999997,Orange 
90814,126,271,277,10900,862,7,7,264,0,12714,542,4.26,84195.0,28.0,52.6,7.4,8.6,54.6,19166,868717.22,0.4639,0.6524895089032551,0.40827338129496404,0.591726618705036,0.06305999773165476,0.09939425862523045,18.122236869705123,4.866457612765452,702.7134463194959,Los Angeles
92106,356,434,468,12851,788,7,1,203,0,15108,644,4.26,117589.0,14.8,68.8,4.7,2.6,59.4,20889,1578421.78,0.5023,0.40726751758270385,0.7274996879290975,0.27075271501685183,0.0329512893982808,0.07930070696552859,14.146550864256527,5.261377940019312,642.3492220811478,San Diego
