ZIP,Diesel,Electric,Flex_Fuel,Gasoline,Gasoline_Hybrid,Hydrogen,Natural_Gas,PHEV,Propane,Total_Cars,Total_EV,EV_perc,Median_Household_Income,Latino_perc,White_perc,Asian_perc,Black_perc,BachOrHigher_perc,Total_Population,Zillow_Home_Value_Index,Gini,RenterShare,SingleFamilyShare,MultiUnitShare,ZeroVehicleShare,PovertyShare,CES_Score_ZIP,PollutionBurden_ZIP,Traffic_ZIP,County,Num_Stations,Total_Ports,L2_Ports,DC_Fast_Ports,HomeownerShare,ChargersPer1000EV,Diesel_share,Gasoline_share,Gasoline_Hybrid_share,PHEV_share,Electric_share,PortsPer10kPeople
92106,356,434,468,12851,788,7,1,203,0,15108,644,4.26,117589.0,14.8,68.8,4.7,2.6,59.4,20889,1578421.78,0.5023,0.4072675175827038,0.7274996879290975,0.2707527150168518,0.0329512893982808,0.0793007069655285,14.146550864256527,5.261377940019312,642.3492220811478,San Diego,2.0,8.0,8.0,0.0,0.5927324824172961,3.105590062111801,0.023563674874238813,0.8506089489012444,0.05215779719353985,0.013436589886153032,0.028726502515223722,3.8297668629422184
92688,383,886,1384,29930,1662,31,11,568,0,34855,1485,4.26,127522.0,22.1,58.5,12.1,1.8,48.8,44386,883676.9,0.3764,0.3055807328758254,0.7129395395901846,0.2857323551732861,0.0445422763174932,0.0507228399377523,9.791880396710932,3.985434795059641,762.9331385883376,Orange ,1.0,4.0,1.0,3.0,0.6944192671241747,0.6734006734006734,0.010988380433223354,0.8587003299383159,0.047683259216755126,0.016296083775641946,0.025419595466934442,0.9011850583517325
95819,233,371,353,11281,809,2,0,191,0,13240,564,4.26,114622.0,18.8,67.2,5.4,2.6,66.3,20146,699503.42,0.4124,0.2841469428007889,0.9068909887070754,0.0931090112929246,0.033284023668639,0.0766069185980134,7.887671590576676,5.198456502635289,1033.9837063701443,Sacramento ,4.0,21.0,21.0,0.0,0.7158530571992111,7.092198581560283,0.017598187311178248,0.8520392749244713,0.06110271903323263,0.014425981873111782,0.028021148036253777,10.423905489923557
92672,758,793,1048,25622,1366,7,9,480,1,30084,1280,4.26,96929.0,20.0,69.7,3.4,2.5,45.8,38872,1442554.99,0.4932,0.4961475139940731,0.5844697396596417,0.4038656598670123,0.0298979255844583,0.0652132546823606,13.253443978507333,4.660393066157655,1545.812653737433,Orange ,9.0,59.0,4.0,55.0,0.5038524860059269,7.03125,0.025196117537561496,0.8516819571865444,0.04540619598457652,0.015955325089748704,0.026359526658689004,15.178020168759003
95834,383,547,2221,22705,2124,27,0,645,0,28652,1219,4.26,84073.0,28.1,23.3,28.4,15.2,37.2,33102,525939.18,0.4289,0.4890429720938195,0.5815614617940199,0.3947674418604651,0.0511898647491867,0.1357961244293963,27.72383523282164,4.205691802652928,1674.197310206684,Sacramento ,8.0,28.0,8.0,20.0,0.5109570279061806,6.562756357670222,0.013367304202149937,0.7924403183023873,0.0741309507189725,0.022511517520591932,0.01909116292056401,8.458703401607153
91780,170,650,439,23622,1561,19,5,470,0,26936,1139,4.23,88119.0,18.3,13.1,65.5,0.4,42.5,35494,981986.63,0.4358,0.3854667124227866,0.8488946473398655,0.1441412260102032,0.0205044612216884,0.1043418958854285,26.23221744905934,6.42685668273386,563.5627444141912,Los Angeles,1.0,2.0,2.0,0.0,0.6145332875772134,0.8779631255487269,0.006311256311256311,0.876967626967627,0.057952182952182955,0.017448767448767447,0.02413127413127413,0.5634755169887868
91784,546,566,866,20583,1040,5,9,443,1,24059,1014,4.22,138017.0,29.5,49.3,11.9,3.8,47.2,26330,898618.49,0.3995,0.1399021352313167,0.9562853414528056,0.0395824271422357,0.0112322064056939,0.0597191032619038,11.67208219096413,5.486004769460348,1720.2702482763343,San Bernardino,0.0,0.0,0.0,0.0,0.8600978647686833,0.0,0.022694210066918824,0.8555218421380772,0.043227066794131096,0.018413067874807763,0.023525499812959805,0.0
95132,227,886,580,27682,1928,32,5,417,0,31757,1335,4.2,143695.0,15.9,13.8,64.7,1.7,47.9,41337,1388342.39,0.4181,0.2797358646306232,0.8760310723152078,0.1226075118122847,0.0493602971522905,0.0825828377230246,14.252537773941414,3.022805342189264,1010.639588617423,Santa Clara,1.0,4.0,1.0,3.0,0.7202641353693768,0.7490636704119851,0.007148030355512171,0.8716818339263784,0.06071102434109015,0.013130963252196367,0.02789936077085367,0.9676560950238285
95524,153,33,48,1508,140,0,0,48,0,1930,81,4.2,66750.0,7.6,86.4,0.0,0.0,55.6,1660,565282.29,0.5,0.179372197309417,0.965034965034965,0.0,0.0,0.1029232643118148,10.333973890494,3.23932605876707,698.8599233,Humboldt ,0.0,0.0,0.0,0.0,0.820627802690583,0.0,0.07927461139896373,0.7813471502590673,0.07253886010362694,0.024870466321243522,0.01709844559585492,0.0
91320,936,1038,1180,32025,1911,18,17,523,0,37648,1579,4.19,130893.0,17.5,65.8,11.3,1.1,49.7,44356,916622.85,0.4258,0.2508388135820695,0.8513285806869735,0.1031756318859364,0.022949939605422,0.0600176123918982,14.07905463344505,4.662823780611228,1108.7999889801376,Ventura ,5.0,12.0,8.0,0.0,0.7491611864179305,3.1665611146295127,0.024861878453038673,0.8506427964300892,0.050759668508287295,0.0138918402039949,0.02757118572035699,2.7053837135900443
94132,77,405,226,11838,1410,7,0,181,0,14144,593,4.19,93995.0,15.3,26.7,43.9,7.6,54.8,29707,1234392.19,0.4799,0.5418341591100309,0.5157965872613617,0.4836120966379456,0.153781434046929,0.1301463776171947,21.748621154757416,4.105051953551109,1775.5897024735248,San Francisco,4.0,18.0,15.0,3.0,0.45816584088996914,6.745362563237774,0.005444004524886878,0.8369626696832579,0.09968891402714933,0.012796945701357466,0.028634049773755655,6.059177971521864
93921,61,87,56,2404,169,0,0,30,0,2807,117,4.17,93693.0,2.1,90.7,0.6,0.0,72.4,2564,2096714.47,0.4384,0.5318681318681319,0.9166666666666666,0.0796666666666666,0.0241758241758241,0.0148205928237129,,,,,3.0,8.0,8.0,0.0,0.46813186813186813,25.64102564102564,0.02173138582116138,0.8564303526897044,0.06020662629141432,0.010687566797292483,0.0309939437121482,31.201248049921997
95050,337,759,1145,23439,1669,23,5,369,0,27746,1151,4.15,107311.0,21.5,38.8,30.2,2.9,53.0,39269,1386838.22,0.4536,0.6177865077214847,0.4632714880726997,0.5367285119273003,0.0644134380926578,0.1104738283470263,21.644185194961263,5.2522948077617695,1103.2257051686745,Santa Clara,34.0,74.0,60.0,14.0,0.3822134922785153,29.53953084274544,0.012145894903769912,0.844770417357457,0.060152814820154256,0.013299214301160527,0.027355294456858647,18.84438106394357
92118,236,365,324,10668,711,1,2,149,0,12456,515,4.14,114559.0,18.1,71.2,3.5,3.3,64.4,19672,2243397.96,0.4961,0.4678886245977333,0.6000614502253175,0.3982998770995493,0.0394571148733734,0.0555684589478573,8.89249351318837,5.293851234331528,1057.5791390087948,San Diego,3.0,8.0,8.0,0.0,0.5321113754022667,5.825242718446602,0.01894669235709698,0.8564547206165704,0.05708092485549133,0.011962106615285807,0.029303147077713552,4.06669377795852
94547,167,498,481,18320,1386,5,6,374,0,21237,877,4.13,114124.0,16.0,18.0,42.3,17.2,45.1,26050,793804.89,0.3979,0.1897882664314071,0.8329571106094809,0.1622057400838439,0.0254741949713277,0.0548841505657763,15.450748851760736,4.005282209159635,1176.740209082695,Contra Costa,1.0,4.0,0.0,4.0,0.8102117335685929,1.1402508551881414,0.007863634223289543,0.8626453830578708,0.06526345529029524,0.01761077364976221,0.02344963977962989,1.5355086372360844
92128,345,1041,660,32250,2504,9,5,477,0,37291,1527,4.1,112779.0,11.5,56.2,22.9,2.7,60.4,50161,898568.18,0.399,0.3574883948204251,0.6602999434069043,0.3374834936804377,0.0342536037136574,0.0491520321123933,8.499654050954877,3.734807020016012,1163.224630297581,San Diego,2.0,6.0,2.0,4.0,0.642511605179575,1.309757694826457,0.009251562039097905,0.8648199297417607,0.06714756911855407,0.012791290123622321,0.027915582848408463,1.1961484021450928
94587,408,1498,1394,46638,3005,26,7,666,0,53642,2190,4.08,127828.0,20.3,14.7,55.0,4.7,41.8,70828,1108804.61,0.3923,0.3440865384615384,0.7403992439260523,0.2146973399105619,0.0577884615384615,0.0548113955595831,22.9132337248912,4.3252328700902805,1157.973284833608,Alameda ,4.0,10.0,5.0,5.0,0.6559134615384616,1.82648401826484,0.007605980388501547,0.8694306699973902,0.05601953693001752,0.012415644457701056,0.0279258789754297,1.4118710114643926
91104,185,604,547,21383,1554,12,10,390,0,24685,1006,4.08,85049.0,41.5,34.8,10.9,6.1,46.3,37619,1086623.7,0.4686,0.4737351911183965,0.7057297145662389,0.2927274002384459,0.0764473586170926,0.1209642933504383,21.458497249768755,4.926979836097306,593.1366783818993,Los Angeles,0.0,0.0,0.0,0.0,0.5262648088816035,0.0,0.007494429815677537,0.866234555398015,0.0629532104516913,0.01579906826007697,0.024468300587401254,0.0
95465,156,56,53,1986,159,0,0,44,0,2454,100,4.08,79688.0,3.8,81.5,4.3,1.5,53.0,1316,1103679.74,0.4504,0.3747927031509121,0.87776708373436,0.0019249278152069,0.0,0.0911854103343465,9.985561024654722,3.55942627645353,212.6255982,Sonoma ,1.0,2.0,2.0,0.0,0.6252072968490878,10.0,0.06356968215158924,0.8092909535452323,0.0647921760391198,0.017929910350448247,0.022819885900570498,15.19756838905775
94952,1378,714,1109,23296,1880,1,2,460,0,28840,1175,4.07,102238.0,20.0,72.2,2.6,0.8,44.3,34457,1032621.54,0.4752,0.4002220577350111,0.8092339979013641,0.1559986009094089,0.040340488527017,0.0566132412408866,16.64873697098072,4.408566929946796,1022.2385555430496,Sonoma ,11.0,44.0,16.0,28.0,0.5997779422649889,9.361702127659575,0.04778085991678225,0.8077669902912621,0.0651872399445215,0.0159500693481276,0.02475728155339806,12.769538845517602
94704,60,136,113,4853,658,3,2,102,0,5927,241,4.07,46913.0,13.1,38.8,35.0,4.7,71.6,25124,1090649.75,0.5576,0.9043733265332144,0.1293187479692407,0.8673237300985596,0.4431977559607293,0.474550823282118,14.910087419144034,3.853026696917964,273.964134792492,Alameda ,38.0,67.0,67.0,0.0,0.09562667346678555,157.67634854771785,0.010123165176311793,0.8187953433440189,0.11101737810021933,0.01720938079973005,0.022945841066306732,26.667728068778857
94607,132,347,577,11698,1093,10,11,214,0,14082,571,4.06,66211.0,13.6,24.8,25.8,28.0,45.5,27022,626003.24,0.5388,0.6711765713307073,0.2335794200471877,0.7659639241951443,0.2732488439801336,0.2037092544023979,46.12093662430443,6.4524910989948285,961.012409302626,Alameda ,36.0,87.0,75.0,12.0,0.3288234286692927,63.047285464098074,0.009373668512995313,0.8307058656440847,0.0776168157932112,0.015196705013492401,0.02464138616673768,32.195988453852415
95549,108,8,28,596,30,0,0,24,0,794,32,4.03,76017.0,1.9,86.8,0.9,0.1,41.6,1226,514925.59,0.3929,0.1704834605597964,0.9170403587443946,0.0,0.0,0.1009933774834437,,,,,0.0,0.0,0.0,0.0,0.8295165394402035,0.0,0.13602015113350127,0.7506297229219143,0.037783375314861464,0.030226700251889168,0.010075566750629723,0.0
90505,322,668,737,24481,1946,25,8,460,0,28647,1153,4.03,101043.0,14.1,39.7,37.2,2.7,57.3,37533,1255437.08,0.4302,0.4435353036608591,0.5906436585525884,0.3851453316711501,0.0398532834873386,0.0619052739100048,19.04553855573485,5.8528083079968285,1079.4622909174807,Los Angeles,20.0,55.0,52.0,3.0,0.5564646963391409,17.346053772766695,0.011240269487206338,0.8545746500506162,0.067930324292247,0.016057527838866197,0.023318323035570916,14.653771347880532
90740,266,434,599,17624,1161,14,20,375,0,20493,823,4.02,75019.0,11.9,69.6,12.4,2.1,49.7,24721,1059186.82,0.5002,0.2342630102835774,0.5742763904653803,0.4173524404086265,0.086553443440324,0.0573183630298592,16.313454697223857,6.120365260458974,1908.393135148992,Orange ,6.0,13.0,7.0,6.0,0.7657369897164226,7.290400972053463,0.012980041965549211,0.860000975943005,0.05665349143610013,0.0182989313424096,0.021177963206948713,5.2586869463209425
95816,249,349,2307,13629,956,41,5,327,0,17863,717,4.01,77839.0,19.5,69.3,4.8,2.6,63.0,18033,681595.69,0.4519,0.7140155097408738,0.3645956517784044,0.6291276266715182,0.0982598827312275,0.0916858732924841,22.12305863663658,5.619191670335263,1020.3448432317936,Sacramento ,7.0,20.0,13.0,6.0,0.2859844902591262,9.762900976290098,0.013939427867659407,0.7629737446117674,0.05351844594972849,0.018305995633432236,0.019537591669932262,11.090778018077968
91914,210,391,364,12405,643,1,0,176,0,14190,568,4.0,150284.0,50.7,18.1,22.0,3.4,44.3,17742,1029467.08,0.3343,0.2314502529510961,0.9384551838083436,0.0615448161916563,0.0307757166947723,0.0312394079764998,8.08809103488104,3.4462513628381,618.9468597,San Diego,2.0,18.0,2.0,16.0,0.7685497470489039,3.5211267605633805,0.014799154334038054,0.8742071881606766,0.045313601127554615,0.012403100775193798,0.02755461592670895,10.145417653026715
90503,270,700,1190,28404,2274,52,14,588,0,33492,1340,4.0,105142.0,16.2,33.3,40.3,2.8,55.7,44744,1140094.14,0.4249,0.4734175740988761,0.5485086856768273,0.4381623511417021,0.0610842601758574,0.068683121055132,21.16559948603233,6.035387085786937,1199.1383411289992,Los Angeles,19.0,57.0,29.0,28.0,0.5265824259011239,14.179104477611942,0.008061626657112147,0.8480831243281978,0.06789681117878897,0.017556431386599784,0.020900513555475935,12.739138208474879
90623,101,290,312,10959,651,6,3,205,0,12527,501,4.0,105632.0,19.7,24.0,46.8,4.3,47.9,15703,1019686.83,0.4238,0.345873786407767,0.7394757744241461,0.2492057188244638,0.0649271844660194,0.062208298702129,19.365731372643253,5.200113975838562,1189.116685262262,Orange ,0.0,0.0,0.0,0.0,0.654126213592233,0.0,0.00806258481679572,0.8748303664085575,0.051967749660732816,0.016364652350922007,0.023149996008621377,0.0
91206,157,505,427,19344,1680,13,3,382,0,22511,900,4.0,82664.0,12.8,67.5,13.7,2.1,44.0,32570,1034797.81,0.5023,0.6417922283901666,0.2896541765937477,0.7098404447332323,0.0790642347343378,0.1383386976974498,33.97094039443009,6.287392363678209,1744.0749789717072,Los Angeles,0.0,0.0,0.0,0.0,0.3582077716098334,0.0,0.006974368086713163,0.8593132246457288,0.07463018080049753,0.016969481586779796,0.02243347696681622,0.0
91355,452,610,1085,22580,1476,4,9,450,0,26666,1064,3.99,104637.0,21.7,58.9,11.6,2.5,49.3,31469,746017.56,0.4357,0.3713076667772984,0.6365228466804649,0.3587008438146792,0.0578327248589445,0.0815314293124128,15.538207270569805,5.864644386150803,1720.9639239998985,Los Angeles,23.0,81.0,40.0,41.0,0.6286923332227017,21.616541353383457,0.016950423760594014,0.846771169279232,0.055351383784594616,0.016875421885547137,0.022875571889297234,25.739616765705936
92532,396,436,850,17185,898,16,8,351,0,20140,803,3.99,94752.0,35.4,39.8,12.5,7.9,29.7,26840,583860.66,0.404,0.2459656428943258,0.8748285749906496,0.0675726218675975,0.0262883914627798,0.1184328358208955,25.085193242669497,5.57428432843905,1757.639081,Riverside ,1.0,6.0,0.0,6.0,0.7540343571056742,1.2453300124533002,0.019662363455809333,0.8532770605759682,0.04458788480635551,0.017428003972194638,0.021648460774577955,2.235469448584203
90034,157,841,696,29475,2826,24,6,511,0,34536,1376,3.98,88490.0,26.0,38.9,20.1,9.1,62.9,53321,1359317.79,0.435,0.7960141150052129,0.18822913028292,0.8102689486552567,0.0769107386318068,0.0821121015259102,24.800214390250098,6.016752407492977,2371.66017162161,Los Angeles,16.0,60.0,58.0,2.0,0.2039858849947871,11.627906976744185,0.004545981005327774,0.8534572619874913,0.08182765809589992,0.01479615473708594,0.024351401436182533,11.252602164250483
95133,155,608,722,19562,1236,18,3,272,1,22577,898,3.98,110484.0,26.4,8.1,59.1,2.9,41.9,28902,1070702.98,0.4812,0.4004507042253521,0.6479671184181293,0.3370362141746278,0.0745915492957746,0.1189874294421165,30.177838341687607,4.905139532236964,1743.87205283598,Santa Clara,34.0,51.0,51.0,0.0,0.5995492957746479,37.8619153674833,0.0068653939850290115,0.8664570137750809,0.05474598042255393,0.012047659122115428,0.026930061567081543,17.645837658293544
95630,1203,1476,1945,49548,2947,17,3,782,0,57921,2275,3.93,128383.0,14.4,58.8,18.9,1.8,56.7,73815,726852.59,0.4034,0.3064326626523718,0.764538603725295,0.2110052609128394,0.0321265971508297,0.0501328247394591,7.149221899210395,3.012174797172306,862.2506071455954,Sacramento ,19.0,75.0,33.0,42.0,0.6935673373476282,8.351648351648352,0.02076966903195732,0.8554410317501424,0.050879646414944496,0.013501148115536678,0.02548298544569327,10.16053647632595
90065,252,750,905,27073,2000,17,10,469,2,31478,1236,3.93,80386.0,54.6,25.8,13.8,1.7,38.6,46432,1045696.58,0.4916,0.5330037082818294,0.6641377297928217,0.3297928217099504,0.0626081582200247,0.1369874856809389,40.68371439416607,6.732583049469632,1323.374726267073,Los Angeles,1.0,2.0,2.0,0.0,0.4669962917181706,0.8090614886731392,0.00800559120655696,0.8600609949806214,0.06353643814727747,0.014899294745536565,0.023826164305229047,0.43073742246726393
92008,598,590,879,20321,1408,3,7,353,0,24159,946,3.92,89502.0,20.1,68.4,5.1,0.7,54.0,27742,1393651.1,0.4721,0.5285571142284569,0.5305033809166041,0.4522163786626597,0.0535237140948563,0.1011341472224228,12.5502207849678,4.81509794452527,1190.4057972051005,San Diego,9.0,47.0,26.0,21.0,0.47144288577154314,9.513742071881607,0.024752680160602673,0.8411358086013494,0.05828055797011466,0.014611531934268802,0.024421540626681566,16.941821065532405
91202,128,374,318,14099,1086,11,0,250,0,16266,635,3.9,82476.0,12.6,69.0,13.6,2.6,48.0,22757,1096133.21,0.5237,0.5868619821469444,0.37347049269085,0.62652950730915,0.1027695124742504,0.1104887085391672,35.075066338294164,6.418301121241267,807.8606751622852,Los Angeles,1.0,4.0,4.0,0.0,0.4131380178530556,1.574803149606299,0.007869174966187139,0.8667773269396287,0.06676503135374401,0.015369482355834255,0.022992745604328048,1.757700927187239
93110,269,373,406,11431,766,9,0,140,0,13394,522,3.9,99261.0,27.4,62.6,5.1,1.2,50.7,16345,1691464.59,0.4967,0.3764287920914427,0.5940158404224113,0.2515400410677618,0.0562248995983935,0.088417039179595,15.04566963732125,5.049410511611342,1156.2767849208424,Santa Barbara,2.0,5.0,5.0,0.0,0.6235712079085574,3.8314176245210727,0.020083619531133343,0.8534418396296849,0.05718978647155443,0.010452441391667911,0.027848290279229505,3.059039461609055
94945,341,377,563,13303,1062,4,3,238,0,15891,619,3.9,109544.0,18.1,67.5,6.5,1.7,49.6,17482,1035767.84,0.4635,0.2833123160992013,0.8117823947512302,0.1869874248223072,0.024239876698893,0.075435979807251,10.622704848642012,3.223106081117072,1255.9011326503098,Marin ,11.0,41.0,17.0,24.0,0.7166876839007987,17.770597738287563,0.02145868730728085,0.8371405197910767,0.06683028129129696,0.014977031023849978,0.02372412057139261,23.45269419974831
94924,53,31,29,926,111,0,0,14,0,1164,45,3.87,90481.0,1.9,88.9,1.5,0.0,58.6,1232,1683752.6,0.5436,0.3213644524236984,0.8981972428419936,0.0657476139978791,0.0,0.2125205930807248,,,,,0.0,0.0,0.0,0.0,0.6786355475763016,0.0,0.04553264604810996,0.7955326460481099,0.09536082474226804,0.012027491408934709,0.02663230240549828,0.0
90028,89,376,337,13758,1203,12,3,229,0,16007,617,3.86,52814.0,29.4,44.1,11.4,8.4,51.3,29887,891752.52,0.5089,0.9545535555159508,0.0538526041181403,0.9461473958818596,0.2738668092437474,0.198136709551923,43.21366101699788,6.753458566008488,1576.836495195399,Los Angeles,40.0,170.0,151.0,19.0,0.04544644448404922,64.82982171799027,0.005560067470481664,0.8594989692009746,0.07515461985381396,0.014306241019553944,0.02348972324607984,56.88091812493726
93401,846,589,1122,20243,1490,0,4,359,0,24653,948,3.85,83814.0,19.1,71.3,4.2,2.3,53.3,28654,977520.88,0.4924,0.5147478591817317,0.5906837731447733,0.3357632307916606,0.0625594671741198,0.1329494064443188,15.574464384323097,5.062582370666304,925.381844603692,San Luis Obispo,34.0,88.0,66.0,22.0,0.4852521408182683,35.86497890295359,0.03431631038818805,0.8211171054232751,0.06043889181843995,0.014562122256926135,0.02389161562487324,30.711244503385217
92691,704,837,1236,34238,1972,46,14,643,0,39690,1526,3.85,122967.0,21.9,59.0,12.6,1.2,47.1,48437,990809.08,0.3949,0.2376829268292682,0.823959438745431,0.1735644381558778,0.0389634146341463,0.0501269828052791,10.707417306637996,4.251310977454312,1651.3886886184669,Orange ,4.0,23.0,1.0,22.0,0.7623170731707318,2.6212319790301444,0.017737465356512976,0.8626354245401865,0.04968505920886873,0.01620055429579239,0.02108843537414966,4.748436112888907
92867,666,810,1494,30145,1318,31,18,503,0,34985,1344,3.84,108547.0,38.8,44.0,11.5,0.8,39.8,44232,1023098.9,0.4657,0.327386468952734,0.7433594929067311,0.2186085119227286,0.0146740809391411,0.1127063376412412,23.17090945081296,6.354595981092591,1824.348792603217,Orange ,1.0,4.0,0.0,4.0,0.6726135310472661,0.744047619047619,0.019036730027154496,0.8616549949978562,0.03767328855223667,0.01437759039588395,0.023152779762755468,0.9043226623259178
92064,1010,1083,1562,35139,2044,4,1,501,0,41344,1588,3.84,119838.0,16.9,62.2,12.2,1.8,52.5,49005,1059495.01,0.4377,0.2360889325635671,0.8008519701810437,0.1616968406105786,0.0225402284731605,0.0513443906459256,11.791871246077172,3.760781671008973,753.7432148050435,San Diego,1.0,4.0,1.0,3.0,0.7639110674364329,0.6297229219143576,0.02442917956656347,0.8499177631578947,0.04943885448916409,0.012117840557275541,0.02619485294117647,0.8162432404856647
93449,218,191,264,6246,436,0,0,95,0,7450,286,3.84,94268.0,9.8,82.7,2.7,1.2,48.4,8058,1225203.45,0.4748,0.3025916413728695,0.6427152317880794,0.2271523178807947,0.028251225776325,0.0683066933066933,7.635282885575295,3.683710814344016,1616.281922520157,San Luis Obispo,14.0,38.0,22.0,16.0,0.6974083586271305,48.95104895104895,0.029261744966442953,0.8383892617449664,0.058523489932885905,0.012751677852348993,0.02563758389261745,47.15810374782824
92626,583,907,1597,33997,1883,38,16,571,0,39592,1516,3.83,98766.0,28.6,50.2,14.3,1.8,44.2,50389,1145239.68,0.4163,0.5855711629828548,0.485207685089149,0.5113844026275498,0.0406424292501549,0.0834350427179415,21.47227388001723,5.85212959561187,2579.509005261884,Orange ,48.0,104.0,99.0,5.0,0.41442883701714517,31.6622691292876,0.014725197009496867,0.8586835724388765,0.04756011315417256,0.014422105475853708,0.022908668417862193,20.639425271388596
92264,170,386,483,13814,763,0,4,219,0,15839,605,3.82,63518.0,20.5,68.5,5.9,1.8,44.8,19965,614196.53,0.5549,0.3282144479781917,0.5238728323699422,0.3878034682080924,0.0527941844616083,0.1243578120278029,12.81095021038917,2.937509104362007,730.3584188158711,Riverside ,12.0,33.0,29.0,4.0,0.6717855520218083,19.834710743801654,0.010733000820758886,0.872151019635078,0.04817223309552371,0.01382663046909527,0.024370225393017236,16.52892561983471
91311,460,727,1082,27300,1678,25,3,457,0,31732,1209,3.81,101623.0,30.0,42.5,15.4,7.0,41.3,41188,858002.11,0.4279,0.3556089290760101,0.6857947907360319,0.2757886055941172,0.031364792314213,0.060649251714054,29.843285736617023,5.879097792874923,1229.3554970329576,Los Angeles,17.0,26.0,26.0,0.0,0.64439107092399,14.061207609594707,0.014496407412076138,0.8603302659775621,0.052880373124921214,0.014401865624606077,0.022910626496911633,6.312518209187142
92869,485,683,1006,25598,1214,26,10,407,0,29429,1116,3.79,126864.0,36.8,45.0,13.8,0.8,44.4,36174,994982.67,0.4471,0.2487770168104598,0.7986979612814802,0.1871680657872194,0.0252601618785021,0.0547799569146406,18.52153942523377,5.575332337182468,1072.275251104665,Orange ,2.0,4.0,4.0,0.0,0.7512229831895402,1.7921146953405018,0.0164803425192837,0.8698222841414931,0.04125182642971219,0.013829895681130857,0.023208399877671683,1.105766572676508
91505,289,572,662,21148,1546,13,7,347,0,24584,932,3.79,94610.0,27.0,52.7,11.0,2.3,47.2,32884,1030415.06,0.469,0.5321269743904309,0.587304964539007,0.4111347517730496,0.0508357613862904,0.091648639590506,28.816115113741365,6.776506943313152,1324.5399005370305,Los Angeles,12.0,29.0,22.0,7.0,0.4678730256095691,12.875536480686696,0.011755613407094044,0.8602342987308819,0.0628864301985031,0.01411487146111292,0.023267165636186138,8.818878481936505
94044,483,746,1096,25999,2133,2,5,421,0,30885,1169,3.79,138381.0,18.6,51.6,20.5,2.3,47.2,38609,1225828.85,0.4027,0.3126428571428571,0.7895209787792908,0.199350245386051,0.0342857142857142,0.0534588727605596,10.311973234922531,3.028564092554216,860.7656262448287,San Mateo,4.0,5.0,3.0,2.0,0.6873571428571429,3.4217279726261762,0.015638659543467704,0.8418002266472397,0.0690626517727052,0.013631212562732718,0.024154120123037075,1.2950348364371
94510,610,528,1323,20466,1454,4,3,402,0,24790,934,3.77,118228.0,13.8,61.5,11.4,3.6,45.2,27327,786025.47,0.4151,0.2935771386566204,0.7587850962387427,0.2032491612219671,0.0293117706514747,0.0506078804745862,14.879136529333868,4.1381805550615685,471.7259674369827,Solano ,3.0,5.0,5.0,0.0,0.7064228613433796,3.2119914346895073,0.024606696248487294,0.8255748285599032,0.05865268253327955,0.016216216216216217,0.02129891085114966,1.8296922457642626
94550,1278,1018,1934,34619,1951,10,2,529,0,41341,1557,3.77,158887.0,16.3,62.5,14.0,1.5,51.1,50119,1133416.98,0.4256,0.2389111747851003,0.8282757125826379,0.1687980925544597,0.0362750716332378,0.0323724340766704,10.81320775277602,4.635508127116113,842.1303914553039,Alameda ,3.0,7.0,4.0,3.0,0.7610888252148997,1.9267822736030829,0.030913620860646817,0.8374011272102755,0.0471928593889843,0.012796013642630803,0.024624464817009747,1.396675911331032
90755,160,194,506,8430,487,8,6,173,0,9964,375,3.76,79260.0,35.8,27.3,22.0,10.7,38.4,11813,668562.18,0.4035,0.5129263523788833,0.4583502641202763,0.5375863470134092,0.0484466652183358,0.1546698393813206,37.711781844427975,7.1435361493043015,1292.8513695872846,Los Angeles,5.0,9.0,8.0,1.0,0.4870736476211167,13.333333333333334,0.016057808109193095,0.8460457647531112,0.048875953432356484,0.017362505018065032,0.01947009233239663,7.61872513332769
91501,107,312,291,12654,986,16,3,221,0,14590,549,3.76,78630.0,16.0,69.1,6.9,2.3,40.5,19493,1076597.72,0.505,0.6404135818228236,0.3602685529313032,0.6397314470686968,0.1033954557058973,0.1167815618890832,22.91091860032185,5.964540104937196,212.95028748254853,Los Angeles,0.0,0.0,0.0,0.0,0.3595864181771764,0.0,0.007333790267306374,0.8673063742289239,0.06758053461274846,0.01514736120630569,0.021384509938313912,0.0
92833,440,882,1110,34511,1825,21,18,578,0,39385,1481,3.76,98176.0,39.0,20.8,35.3,2.2,42.5,53188,843153.69,0.4616,0.4153400868306802,0.6983213992252612,0.273095433736354,0.0344307766521948,0.0921582339488555,29.096498180856752,6.351667213702225,1467.7713920026515,Orange ,3.0,8.0,4.0,4.0,0.5846599131693198,2.025658338960162,0.011171765900723626,0.8762473022724387,0.04633743811095595,0.014675637933223308,0.02239431255554145,1.504098668872678
92262,230,496,745,17565,883,1,10,262,1,20193,759,3.76,60289.0,28.3,56.5,4.2,7.5,40.5,25888,697113.96,0.5466,0.3954983922829582,0.5907985407377382,0.3843230644507499,0.0806920839075179,0.1651000429033893,17.900306386887284,2.980985955355073,639.0531061697689,Riverside ,37.0,100.0,75.0,25.0,0.6045016077170418,48.74835309617919,0.011390085673253107,0.8698558906551775,0.043728024562967364,0.012974793245183974,0.02456296736492844,38.62793572311496
