ZIP,Diesel,Electric,Flex_Fuel,Gasoline,Gasoline_Hybrid,Hydrogen,Natural_Gas,PHEV,Propane,Total_Cars,Total_EV,EV_perc,Median_Household_Income,Latino_perc,White_perc,Asian_perc,Black_perc,BachOrHigher_perc,Total_Population,Zillow_Home_Value_Index,Gini,RenterShare,SingleFamilyShare,MultiUnitShare,ZeroVehicleShare,PovertyShare,CES_Score_ZIP,PollutionBurden_ZIP,Traffic_ZIP,County,Num_Stations,Total_Ports,L2_Ports,DC_Fast_Ports,HomeownerShare,ChargersPer1000EV,Diesel_share,Gasoline_share,Gasoline_Hybrid_share,PHEV_share,Electric_share,PortsPer10kPeople
95030,225,1035,262,9117,642,11,5,342,0,11639,1388,11.93,215461.0,5.5,75.7,16.3,0.2,79.6,13528,3234472.56,0.5362,0.2440709617180205,0.8298301664704893,0.1701698335295106,0.0216619981325863,0.0583562254064889,5.228615717448592,3.794457914603633,1056.8067568219874,Santa Clara,13.0,40.0,37.0,3.0,0.7559290382819794,9.365994236311238,0.01933155769395996,0.7833147177592577,0.055159377953432426,0.029383967694819144,0.08892516539221583,29.568302779420463
94708,101,572,61,6133,1020,4,5,380,0,8276,956,11.55,201099.0,4.5,75.8,10.7,1.9,86.6,11937,1552077.6,0.4172,0.1480104940970704,0.9136484550849192,0.0857376713730304,0.019676432006996,0.0520358168609562,2.830065370783424,2.4695246391039065,165.25183852331506,Alameda ,0.0,0.0,0.0,0.0,0.8519895059029297,0.0,0.01220396326727888,0.7410584823586274,0.12324794586756888,0.045915901401643304,0.06911551474142098,0.0
94539,284,3476,674,31836,3274,55,3,1108,0,40710,4639,11.4,200046.0,4.5,13.9,75.9,1.5,74.3,53762,1902980.06,0.3908,0.1938570296788347,0.8917954119850188,0.1048103932584269,0.0263270156621366,0.0346614291058735,11.493309594659074,3.953099318891747,1652.109092693012,Alameda ,32.0,65.0,62.0,3.0,0.8061429703211653,6.898038370338435,0.0069761729304839105,0.7820191599115697,0.08042250061409972,0.02721690002456399,0.08538442643085237,12.090324020683754
90067,27,319,59,3076,220,5,0,110,0,3816,434,11.37,109704.0,5.2,71.4,18.7,2.3,65.0,2483,1348859.66,0.5719,0.2677988242978446,0.0714962121212121,0.9285037878787878,0.1195297191378184,0.0645554202192448,20.0433235783777,5.10582025895299,1560.559103,Los Angeles,40.0,86.0,83.0,3.0,0.7322011757021554,92.16589861751153,0.007075471698113208,0.8060796645702306,0.057651991614255764,0.028825995807127882,0.08359538784067086,346.35521546516316
91436,112,1088,196,10556,765,7,3,396,0,13123,1491,11.36,157898.0,8.6,80.1,3.9,1.8,69.6,16970,2172898.21,0.5196,0.2204292131092996,0.8340807174887892,0.1614349775784753,0.0470803526867409,0.067777514231499,13.429428660671448,6.561873110345579,3401.871717507739,Los Angeles,8.0,16.0,16.0,0.0,0.7795707868907004,5.365526492287056,0.008534633848967462,0.8043892402651832,0.05829459727196525,0.030176026823134954,0.08290787167568392,9.428403064230995
94582,253,2784,342,25532,2302,55,3,801,0,32072,3640,11.35,186367.0,5.4,27.0,58.6,3.4,75.9,47319,1677478.95,0.4087,0.299594383775351,0.7443839138152659,0.255616086184734,0.0264586583463338,0.0516676183829283,4.735627369436464,2.1922615265934096,790.349217736185,Contra Costa,6.0,10.0,10.0,0.0,0.700405616224649,1.6483516483516483,0.00788850087303567,0.7960838114242953,0.0717760039910202,0.024975056123721626,0.08680468944874034,2.1133160041420993
94707,131,702,87,6926,1305,1,3,364,0,9519,1067,11.21,182603.0,5.0,72.4,12.4,1.1,85.1,12313,1627385.14,0.457,0.1494322789943228,0.919260700389105,0.0778210116731517,0.0229115977291159,0.0394393741851369,4.206609609604456,3.141788446395384,228.02608154569924,Alameda ,0.0,0.0,0.0,0.0,0.8505677210056772,0.0,0.013761949784641243,0.7275974367055363,0.13709423258745668,0.03823931085198025,0.07374724235739048,0.0
92618,405,3516,1161,34474,2530,107,20,1120,1,43334,4743,10.95,117833.0,9.9,35.1,48.2,1.5,69.3,54368,1262961.11,0.4717,0.6151747247486836,0.4755058114507103,0.4977184674989238,0.0423647678314983,0.0856255463185106,21.63310062056114,6.791728560236615,1727.94742692915,Orange ,159.0,259.0,247.0,12.0,0.3848252752513164,33.523086654016446,0.00934601006138367,0.7955416070521992,0.05838371717358194,0.02584575621913509,0.08113721327364194,47.63831665685697
94306,175,1530,281,14434,1992,20,2,523,0,18957,2073,10.94,185588.0,7.7,48.6,36.4,2.2,81.4,28394,2946768.36,0.4745,0.4557861282482707,0.6158110182500426,0.370885212348627,0.0625350532809871,0.068936320338684,7.694592582908735,4.655961592966837,1073.2951771473945,Santa Clara,56.0,124.0,123.0,0.0,0.5442138717517293,27.013989387361313,0.00923141847338714,0.7614073956849713,0.10507991770849819,0.02758875349475128,0.08070897293875613,43.67119814045221
90049,223,1952,254,20274,1734,31,2,761,0,25231,2744,10.88,143000.0,7.9,78.1,7.1,1.3,80.8,35853,2716187.61,0.5556,0.461777115909655,0.4555518836748182,0.5437320995814056,0.0506949615289153,0.0634781129507824,12.220109598539938,5.452202828219245,1724.3086353476865,Los Angeles,10.0,112.0,100.0,0.0,0.538222884090345,3.6443148688046647,0.008838333795727477,0.803535333518291,0.06872498117395268,0.030161309500217986,0.07736514605049344,31.23866900956684
90210,117,1426,234,13867,694,8,1,381,0,16728,1815,10.85,154740.0,6.2,81.3,5.1,1.9,64.8,19627,5160554.57,0.6142,0.2536806342015855,0.739355756528808,0.2580022355451681,0.0678243362275072,0.0870229785499566,13.75203674744416,5.380588260245736,943.7349549415708,Los Angeles,34.0,62.0,62.0,0.0,0.7463193657984145,18.732782369146005,0.006994261119081779,0.8289693926351028,0.04148732663797226,0.022776183644189384,0.08524629363940699,31.589137412747743
95120,365,2263,703,24896,2079,43,10,1105,0,31464,3411,10.84,221632.0,7.6,46.0,38.9,1.1,73.5,38358,2007526.51,0.4071,0.1151084875558391,0.9691855063487148,0.0294208733353979,0.0292756860242501,0.0280841742939841,6.416611126093431,2.815119007670326,550.9821653165267,Santa Clara,1.0,4.0,0.0,4.0,0.8848915124441609,0.2931691586045148,0.011600559369438088,0.7912534960589881,0.06607551487414187,0.03511950165268243,0.07192346809051614,1.0428072370822254
90266,299,1980,550,21553,1678,16,22,903,0,27001,2899,10.74,169586.0,7.6,71.3,14.7,0.5,77.9,35585,2857420.44,0.4858,0.3223066607063031,0.7804292760965205,0.2170377283028929,0.0175830725674266,0.0308073554673199,7.243103817481265,5.349556876539484,978.5902715008986,Los Angeles,31.0,107.0,79.0,28.0,0.6776933392936969,10.693342531907554,0.011073663938372653,0.7982296951964742,0.06214584645013148,0.033443205807192324,0.07333061738454132,30.068849234227905
